Transition(state=array([-0.5513977]), action=1, next_state=array([-0.38281483]), reward=-0.38281482779787934)
Transition(state=array([-0.02315154]), action=0, next_state=array([-0.04441293]), reward=-0.044412927649026435)
Transition(state=array([-0.04441293]), action=0, next_state=array([-0.08476655]), reward=-0.08476654789102714)
Transition(state=array([-0.08476655]), action=0, next_state=array([-0.11383953]), reward=-0.11383953312560043)
Transition(state=array([-0.11383953]), action=1, next_state=array([-0.10048623]), reward=-0.10048622880033878)
Transition(state=array([-0.10048623]), action=1, next_state=array([-0.07378987]), reward=-0.07378986866185597)
Transition(state=array([-0.07378987]), action=0, next_state=array([-0.00949671]), reward=-0.009496711143375733)
Transition(state=array([-0.00949671]), action=0, next_state=array([-0.03397322]), reward=-0.03397321996793705)
Transition(state=array([-0.03397322]), action=0, next_state=array([ 0.02641169]), reward=-0.026411688022406815)
Transition(state=array([ 0.02641169]), action=0, next_state=array([ 0.10729741]), reward=-0.10729741451833098)
Transition(state=array([ 0.10729741]), action=2, next_state=array([-0.03129912]), reward=-0.03129912329860356)
Transition(state=array([-0.03129912]), action=0, next_state=array([-0.04498172]), reward=-0.0449817151398201)
Transition(state=array([-0.04498172]), action=0, next_state=array([-0.04584981]), reward=-0.04584980645030545)
Transition(state=array([-0.04584981]), action=0, next_state=array([-0.11670019]), reward=-0.11670018841030548)
Transition(state=array([-0.11670019]), action=1, next_state=array([ 0.04178817]), reward=-0.041788171596294485)
Transition(state=array([ 0.04178817]), action=0, next_state=array([-0.05551635]), reward=-0.05551634584724437)
Transition(state=array([-0.05551635]), action=0, next_state=array([-0.09432599]), reward=-0.094325992305482)
Transition(state=array([-0.09432599]), action=0, next_state=array([-0.19406037]), reward=-0.19406036888679645)
Transition(state=array([-0.19406037]), action=1, next_state=array([-0.02134439]), reward=-0.021344392556672573)
Transition(state=array([-0.02134439]), action=0, next_state=array([-0.10494468]), reward=-0.10494468452266625)
Transition(state=array([-0.10494468]), action=1, next_state=array([-0.07638672]), reward=-0.07638671924498333)
Transition(state=array([-0.07638672]), action=0, next_state=array([-0.16070065]), reward=-0.16070064985177587)
Transition(state=array([-0.16070065]), action=1, next_state=array([-0.14562916]), reward=-0.14562916332552114)
Transition(state=array([-0.14562916]), action=1, next_state=array([ 0.00270761]), reward=-0.0027076124870812346)
Transition(state=array([ 0.00270761]), action=0, next_state=array([-0.08946091]), reward=-0.08946091185385663)
Transition(state=array([-0.08946091]), action=0, next_state=array([-0.16555764]), reward=-0.165557636429071)
Transition(state=array([-0.16555764]), action=1, next_state=array([ 0.02799828]), reward=-0.027998275828405347)
Transition(state=array([ 0.02799828]), action=0, next_state=array([ 0.12140097]), reward=-0.12140096819647642)
Transition(state=array([ 0.12140097]), action=2, next_state=array([ 0.10151972]), reward=-0.10151971846907515)
Transition(state=array([ 0.10151972]), action=2, next_state=array([-0.01522606]), reward=-0.015226056566681814)
Transition(state=array([-0.01522606]), action=0, next_state=array([-0.06612166]), reward=-0.06612165696267328)
Transition(state=array([-0.06612166]), action=0, next_state=array([-0.08221494]), reward=-0.08221494423669769)
Transition(state=array([-0.08221494]), action=0, next_state=array([-0.10243001]), reward=-0.10243000551813425)
Transition(state=array([-0.10243001]), action=1, next_state=array([ 0.03365066]), reward=-0.03365065735290111)
Transition(state=array([ 0.03365066]), action=0, next_state=array([ 0.04085192]), reward=-0.040851919244776845)
Transition(state=array([ 0.04085192]), action=0, next_state=array([-0.05469645]), reward=-0.05469644801952927)
Transition(state=array([-0.05469645]), action=0, next_state=array([-0.04163802]), reward=-0.04163802372539325)
Transition(state=array([-0.04163802]), action=0, next_state=array([-0.03856739]), reward=-0.03856739039675745)
Transition(state=array([-0.03856739]), action=0, next_state=array([ 0.04236628]), reward=-0.04236627660629044)
Transition(state=array([ 0.04236628]), action=0, next_state=array([ 0.09382235]), reward=-0.09382235393188232)
Transition(state=array([ 0.09382235]), action=0, next_state=array([ 0.04962479]), reward=-0.04962479021460328)
Transition(state=array([ 0.04962479]), action=0, next_state=array([-0.01190899]), reward=-0.01190899108634088)
Transition(state=array([-0.01190899]), action=0, next_state=array([ 0.07542283]), reward=-0.07542283408564868)
Transition(state=array([ 0.07542283]), action=0, next_state=array([ 0.13533751]), reward=-0.13533750611264825)
Transition(state=array([ 0.13533751]), action=2, next_state=array([ 0.06674143]), reward=-0.0667414270186964)
Transition(state=array([ 0.06674143]), action=0, next_state=array([ 0.0646518]), reward=-0.06465180183468465)
Transition(state=array([ 0.0646518]), action=0, next_state=array([ 0.01669367]), reward=-0.01669366763807923)
Transition(state=array([ 0.01669367]), action=0, next_state=array([ 0.00232298]), reward=-0.002322979967754152)
Transition(state=array([ 0.00232298]), action=0, next_state=array([ 0.05513724]), reward=-0.05513724082457892)
Transition(state=array([ 0.05513724]), action=0, next_state=array([ 0.1008467]), reward=-0.10084669806928329)
Transition(state=array([ 0.1008467]), action=2, next_state=array([ 0.03258686]), reward=-0.03258686494689003)
Transition(state=array([ 0.03258686]), action=0, next_state=array([-0.03113111]), reward=-0.031131107486533763)
Transition(state=array([-0.03113111]), action=0, next_state=array([-0.07472704]), reward=-0.07472703676671011)
Transition(state=array([-0.07472704]), action=0, next_state=array([-0.16005098]), reward=-0.16005098284494634)
Transition(state=array([-0.16005098]), action=1, next_state=array([-0.00955396]), reward=-0.00955395975487544)
Transition(state=array([-0.00955396]), action=0, next_state=array([-0.06002989]), reward=-0.06002989395508315)
Transition(state=array([-0.06002989]), action=0, next_state=array([-0.12136059]), reward=-0.12136058846300146)
Transition(state=array([-0.12136059]), action=1, next_state=array([-0.0409937]), reward=-0.04099370165859953)
Transition(state=array([-0.0409937]), action=0, next_state=array([-0.13989215]), reward=-0.13989214851528275)
Transition(state=array([-0.13989215]), action=1, next_state=array([-0.00134401]), reward=-0.0013440072562559136)
Transition(state=array([-0.00134401]), action=0, next_state=array([ 0.03679872]), reward=-0.036798715578705274)
Transition(state=array([ 0.03679872]), action=0, next_state=array([-0.00879048]), reward=-0.008790477991493503)
Transition(state=array([-0.00879048]), action=0, next_state=array([ 0.08559234]), reward=-0.085592337167769)
Transition(state=array([ 0.08559234]), action=0, next_state=array([ 0.16880661]), reward=-0.16880661298045258)
Transition(state=array([ 0.16880661]), action=2, next_state=array([ 0.14692498]), reward=-0.14692498163325415)
Transition(state=array([ 0.14692498]), action=2, next_state=array([ 0.01864894]), reward=-0.018648940568436495)
Transition(state=array([ 0.01864894]), action=0, next_state=array([ 0.11806039]), reward=-0.11806039433129803)
Transition(state=array([ 0.11806039]), action=2, next_state=array([ 0.0479491]), reward=-0.047949100886129276)
Transition(state=array([ 0.0479491]), action=0, next_state=array([ 0.06545666]), reward=-0.06545666076385488)
Transition(state=array([ 0.06545666]), action=0, next_state=array([ 0.06960532]), reward=-0.06960531860569914)
Transition(state=array([ 0.06960532]), action=0, next_state=array([ 0.16512119]), reward=-0.16512118976817053)
Transition(state=array([ 0.16512119]), action=2, next_state=array([ 0.10608303]), reward=-0.1060830301831629)
Transition(state=array([ 0.10608303]), action=2, next_state=array([-0.01064707]), reward=-0.010647065342223885)
Transition(state=array([-0.01064707]), action=0, next_state=array([ 0.05479852]), reward=-0.05479852386104475)
Transition(state=array([ 0.05479852]), action=0, next_state=array([ 0.07186977]), reward=-0.07186977157317265)
Transition(state=array([ 0.07186977]), action=0, next_state=array([ 0.00187122]), reward=-0.0018712248580866342)
Transition(state=array([ 0.00187122]), action=0, next_state=array([-0.00054795]), reward=-0.0005479499928543741)
Transition(state=array([-0.00054795]), action=0, next_state=array([-0.02447792]), reward=-0.024477924539290947)
Transition(state=array([-0.02447792]), action=0, next_state=array([ 0.03223905]), reward=-0.03223904808171038)
Transition(state=array([ 0.03223905]), action=0, next_state=array([-0.05553564]), reward=-0.05553564052630086)
Transition(state=array([-0.05553564]), action=0, next_state=array([-0.01020803]), reward=-0.010208032327129912)
Transition(state=array([-0.01020803]), action=0, next_state=array([-0.01714481]), reward=-0.01714481286831625)
Transition(state=array([-0.01714481]), action=0, next_state=array([ 0.0689352]), reward=-0.06893519725508647)
Transition(state=array([ 0.0689352]), action=0, next_state=array([ 0.13350315]), reward=-0.1335031492303423)
Transition(state=array([ 0.13350315]), action=2, next_state=array([ 0.10124193]), reward=-0.10124192533059598)
Transition(state=array([ 0.10124193]), action=2, next_state=array([ 0.05954509]), reward=-0.05954509362374316)
Transition(state=array([ 0.05954509]), action=0, next_state=array([-0.01979349]), reward=-0.019793485324970828)
Transition(state=array([-0.01979349]), action=0, next_state=array([ 0.02572937]), reward=-0.02572936606085359)
Transition(state=array([ 0.02572937]), action=0, next_state=array([-0.03266896]), reward=-0.032668956941890294)
Transition(state=array([-0.03266896]), action=0, next_state=array([ 0.05981986]), reward=-0.059819855893495)
Transition(state=array([ 0.05981986]), action=0, next_state=array([-0.03214134]), reward=-0.032141342410986685)
Transition(state=array([-0.03214134]), action=0, next_state=array([-0.0361631]), reward=-0.03616309794997662)
Transition(state=array([-0.0361631]), action=0, next_state=array([-0.1172347]), reward=-0.11723470323702298)
Transition(state=array([-0.1172347]), action=1, next_state=array([ 0.03104428]), reward=-0.03104427599153539)
Transition(state=array([ 0.03104428]), action=0, next_state=array([ 0.09479125]), reward=-0.09479124627804521)
Transition(state=array([ 0.09479125]), action=0, next_state=array([ 0.08396008]), reward=-0.08396008240185424)
Transition(state=array([ 0.08396008]), action=0, next_state=array([ 0.11994024]), reward=-0.11994024381131702)
Transition(state=array([ 0.11994024]), action=2, next_state=array([-0.00409765]), reward=-0.004097645025641264)
Transition(state=array([-0.00409765]), action=0, next_state=array([ 0.00298365]), reward=-0.00298365252030278)
Transition(state=array([ 0.00298365]), action=0, next_state=array([-0.02771814]), reward=-0.027718143716947977)
Transition(state=array([-0.02771814]), action=0, next_state=array([ 0.03653934]), reward=-0.036539336652829615)
Transition(state=array([ 0.03653934]), action=0, next_state=array([ 0.10838739]), reward=-0.10838739152544054)
Transition(state=array([ 0.10838739]), action=2, next_state=array([-0.05033618]), reward=-0.05033618125248615)
Transition(state=array([-0.05033618]), action=0, next_state=array([-0.02660324]), reward=-0.026603243508727153)
Transition(state=array([-0.02660324]), action=0, next_state=array([-0.05912285]), reward=-0.05912284568603145)
Transition(state=array([-0.05912285]), action=0, next_state=array([-0.01017281]), reward=-0.010172808143168732)
Transition(state=array([-0.01017281]), action=0, next_state=array([ 0.08210952]), reward=-0.08210951747867291)
Transition(state=array([ 0.08210952]), action=0, next_state=array([ 0.11641918]), reward=-0.11641917523825054)
Transition(state=array([ 0.11641918]), action=2, next_state=array([ 0.10698666]), reward=-0.10698666416652233)
Transition(state=array([ 0.10698666]), action=2, next_state=array([-0.06494454]), reward=-0.06494454401469224)
Transition(state=array([-0.06494454]), action=0, next_state=array([-0.13500314]), reward=-0.13500313796118463)
Transition(state=array([-0.13500314]), action=1, next_state=array([-0.12116858]), reward=-0.12116857953978458)
Transition(state=array([-0.12116858]), action=1, next_state=array([-0.06162903]), reward=-0.06162903035100112)
Transition(state=array([-0.06162903]), action=0, next_state=array([-0.01363109]), reward=-0.013631087930407619)
Transition(state=array([-0.01363109]), action=0, next_state=array([-0.00568379]), reward=-0.0056837948507560115)
Transition(state=array([-0.00568379]), action=0, next_state=array([-0.04533374]), reward=-0.0453337415965337)
Transition(state=array([-0.04533374]), action=0, next_state=array([-0.14422361]), reward=-0.1442236082342685)
Transition(state=array([-0.14422361]), action=1, next_state=array([-0.08507244]), reward=-0.08507243932321193)
Transition(state=array([-0.08507244]), action=0, next_state=array([ 0.0074314]), reward=-0.007431398669974387)
Transition(state=array([ 0.0074314]), action=0, next_state=array([ 0.09068042]), reward=-0.09068041953580513)
Transition(state=array([ 0.09068042]), action=0, next_state=array([ 0.16375537]), reward=-0.16375536528725698)
Transition(state=array([ 0.16375537]), action=2, next_state=array([ 0.01782863]), reward=-0.01782863369450219)
Transition(state=array([ 0.01782863]), action=0, next_state=array([ 0.03119935]), reward=-0.031199347929189398)
Transition(state=array([-0.56232595]), action=1, next_state=array([-0.39173384]), reward=-0.39173384059373495)
Transition(state=array([-0.39173384]), action=1, next_state=array([-0.3903859]), reward=-0.3903859017099047)
Transition(state=array([-0.3903859]), action=1, next_state=array([-0.273373]), reward=-0.2733729997584343)
Transition(state=array([-0.273373]), action=1, next_state=array([-0.1818395]), reward=-0.18183949793053442)
Transition(state=array([-0.1818395]), action=1, next_state=array([-0.01528875]), reward=-0.015288746917508839)
Transition(state=array([-0.01528875]), action=0, next_state=array([ 0.07974349]), reward=-0.07974348890908942)
Transition(state=array([ 0.07974349]), action=0, next_state=array([ 0.0718237]), reward=-0.07182370153918051)
Transition(state=array([ 0.0718237]), action=0, next_state=array([ 0.09909659]), reward=-0.0990965930319187)
Transition(state=array([ 0.09909659]), action=0, next_state=array([ 0.11994922]), reward=-0.11994922021764222)
Transition(state=array([ 0.11994922]), action=2, next_state=array([-0.06922586]), reward=-0.06922586171714495)
Transition(state=array([-0.06922586]), action=0, next_state=array([-0.07962662]), reward=-0.0796266165220193)
Transition(state=array([-0.07962662]), action=0, next_state=array([  3.92769255e-05]), reward=-3.927692550900752e-05)
Transition(state=array([  3.92769255e-05]), action=0, next_state=array([ 0.07851662]), reward=-0.07851661524092637)
Transition(state=array([ 0.07851662]), action=0, next_state=array([ 0.068238]), reward=-0.06823799750129422)
Transition(state=array([ 0.068238]), action=0, next_state=array([ 0.07678032]), reward=-0.0767803223677683)
Transition(state=array([ 0.07678032]), action=0, next_state=array([ 0.15536108]), reward=-0.15536107887678263)
Transition(state=array([ 0.15536108]), action=2, next_state=array([ 0.07698299]), reward=-0.07698298660374922)
Transition(state=array([ 0.07698299]), action=0, next_state=array([ 0.02190707]), reward=-0.02190707424867159)
Transition(state=array([ 0.02190707]), action=0, next_state=array([-0.04250836]), reward=-0.04250836153681609)
Transition(state=array([-0.04250836]), action=0, next_state=array([-0.06747806]), reward=-0.06747805758792824)
Transition(state=array([-0.06747806]), action=0, next_state=array([-0.11538802]), reward=-0.11538801888255557)
Transition(state=array([-0.11538802]), action=1, next_state=array([-0.09321298]), reward=-0.09321297886598848)
Transition(state=array([-0.09321298]), action=0, next_state=array([-0.08253478]), reward=-0.0825347818685093)
Transition(state=array([-0.08253478]), action=0, next_state=array([-0.0501826]), reward=-0.050182595478635045)
Transition(state=array([-0.0501826]), action=0, next_state=array([-0.11166513]), reward=-0.11166513266553756)
Transition(state=array([-0.11166513]), action=1, next_state=array([ 0.02307246]), reward=-0.023072458354492315)
Transition(state=array([ 0.02307246]), action=0, next_state=array([ 0.0523288]), reward=-0.05232879959858805)
Transition(state=array([ 0.0523288]), action=0, next_state=array([-0.02163038]), reward=-0.021630380168745952)
Transition(state=array([-0.02163038]), action=0, next_state=array([ 0.02990462]), reward=-0.029904624259564853)
Transition(state=array([ 0.02990462]), action=0, next_state=array([-0.03326503]), reward=-0.03326503207142029)
Transition(state=array([-0.03326503]), action=0, next_state=array([-0.04237557]), reward=-0.04237556820558358)
Transition(state=array([-0.04237557]), action=0, next_state=array([-0.03985202]), reward=-0.039852017482070554)
Transition(state=array([-0.03985202]), action=0, next_state=array([-0.12186313]), reward=-0.12186312920962156)
Transition(state=array([-0.12186313]), action=1, next_state=array([-0.07839419]), reward=-0.07839418955735974)
Transition(state=array([-0.07839419]), action=0, next_state=array([-0.100819]), reward=-0.10081900495771212)
Transition(state=array([-0.100819]), action=1, next_state=array([ 0.04660812]), reward=-0.046608124849951124)
Transition(state=array([ 0.04660812]), action=0, next_state=array([ 0.06012092]), reward=-0.06012091564828165)
Transition(state=array([ 0.06012092]), action=0, next_state=array([ 0.0941907]), reward=-0.09419069960607829)
Transition(state=array([ 0.0941907]), action=0, next_state=array([ 0.04631505]), reward=-0.04631504907238244)
Transition(state=array([ 0.04631505]), action=0, next_state=array([ 0.10308003]), reward=-0.10308003083452152)
Transition(state=array([ 0.10308003]), action=2, next_state=array([-0.00237131]), reward=-0.002371311347756505)
Transition(state=array([-0.00237131]), action=0, next_state=array([-0.08882407]), reward=-0.08882406845935634)
Transition(state=array([-0.08882407]), action=0, next_state=array([-0.06138251]), reward=-0.06138251363256056)
Transition(state=array([-0.06138251]), action=0, next_state=array([-0.1025068]), reward=-0.10250679876351654)
Transition(state=array([-0.1025068]), action=1, next_state=array([ 0.07940842]), reward=-0.07940842075298765)
Transition(state=array([ 0.07940842]), action=0, next_state=array([ 0.04745908]), reward=-0.04745907760232571)
Transition(state=array([ 0.04745908]), action=0, next_state=array([-0.03553908]), reward=-0.03553908499599976)
Transition(state=array([-0.03553908]), action=0, next_state=array([-0.06313129]), reward=-0.06313129431001688)
Transition(state=array([-0.06313129]), action=0, next_state=array([-0.02506642]), reward=-0.02506641735358977)
Transition(state=array([-0.02506642]), action=0, next_state=array([-0.021837]), reward=-0.021837004949287378)
Transition(state=array([-0.021837]), action=0, next_state=array([ 0.07596053]), reward=-0.07596052706040116)
Transition(state=array([ 0.07596053]), action=0, next_state=array([ 0.02085905]), reward=-0.020859052835992792)
Transition(state=array([ 0.02085905]), action=0, next_state=array([ 0.03645099]), reward=-0.036450989330856005)
Transition(state=array([ 0.03645099]), action=0, next_state=array([-0.03858261]), reward=-0.03858261210665025)
Transition(state=array([-0.03858261]), action=0, next_state=array([-0.13425755]), reward=-0.13425754958814343)
Transition(state=array([-0.13425755]), action=1, next_state=array([ 0.03025826]), reward=-0.030258257489918547)
Transition(state=array([ 0.03025826]), action=0, next_state=array([ 0.11409391]), reward=-0.11409391160498071)
Transition(state=array([ 0.11409391]), action=2, next_state=array([-0.00699079]), reward=-0.006990792172521673)
Transition(state=array([-0.00699079]), action=0, next_state=array([-0.01634165]), reward=-0.016341652181025568)
Transition(state=array([-0.01634165]), action=0, next_state=array([-0.10779823]), reward=-0.10779823428097646)
Transition(state=array([-0.10779823]), action=1, next_state=array([-0.00899124]), reward=-0.008991238391263076)
Transition(state=array([-0.00899124]), action=0, next_state=array([-0.08051064]), reward=-0.0805106415188747)
Transition(state=array([-0.08051064]), action=0, next_state=array([-0.15132606]), reward=-0.15132605504895807)
Transition(state=array([-0.15132606]), action=1, next_state=array([-0.09634419]), reward=-0.09634418869378733)
Transition(state=array([-0.09634419]), action=0, next_state=array([-0.00625113]), reward=-0.006251131715792155)
Transition(state=array([-0.00625113]), action=0, next_state=array([-0.07353355]), reward=-0.07353354650648933)
Transition(state=array([-0.07353355]), action=0, next_state=array([-0.00847809]), reward=-0.008478085139097022)
Transition(state=array([-0.00847809]), action=0, next_state=array([-0.018477]), reward=-0.01847700105543308)
Transition(state=array([-0.018477]), action=0, next_state=array([ 0.03836472]), reward=-0.03836472260748572)
Transition(state=array([ 0.03836472]), action=0, next_state=array([ 0.01557434]), reward=-0.015574338754129884)
Transition(state=array([ 0.01557434]), action=0, next_state=array([ 0.03870958]), reward=-0.038709583021387765)
Transition(state=array([ 0.03870958]), action=0, next_state=array([ 0.06076627]), reward=-0.06076626783813928)
Transition(state=array([ 0.06076627]), action=0, next_state=array([ 0.11106799]), reward=-0.11106799241886832)
Transition(state=array([ 0.11106799]), action=2, next_state=array([ 0.02512225]), reward=-0.025122250649157768)
Transition(state=array([ 0.02512225]), action=0, next_state=array([ 0.10630103]), reward=-0.10630102674586737)
Transition(state=array([ 0.10630103]), action=2, next_state=array([ 0.02222783]), reward=-0.022227827259714283)
Transition(state=array([ 0.02222783]), action=0, next_state=array([ 0.06363549]), reward=-0.06363549473774599)
Transition(state=array([ 0.06363549]), action=0, next_state=array([-0.01945708]), reward=-0.01945708450043218)
Transition(state=array([-0.01945708]), action=0, next_state=array([-0.08700748]), reward=-0.08700747650358763)
Transition(state=array([-0.08700748]), action=0, next_state=array([-0.09368841]), reward=-0.09368841156481217)
Transition(state=array([-0.09368841]), action=0, next_state=array([-0.08099474]), reward=-0.08099474417567686)
Transition(state=array([-0.08099474]), action=0, next_state=array([-0.09795217]), reward=-0.09795217471294392)
Transition(state=array([-0.09795217]), action=0, next_state=array([-0.07840829]), reward=-0.07840829065612781)
Transition(state=array([-0.07840829]), action=0, next_state=array([ 0.0165518]), reward=-0.01655179800546208)
Transition(state=array([ 0.0165518]), action=0, next_state=array([ 0.00501565]), reward=-0.005015654816469517)
Transition(state=array([ 0.00501565]), action=0, next_state=array([-0.06948379]), reward=-0.06948378925036776)
Transition(state=array([-0.06948379]), action=0, next_state=array([-0.03854664]), reward=-0.038546637722615754)
Transition(state=array([-0.03854664]), action=0, next_state=array([ 0.01405264]), reward=-0.014052644114210297)
Transition(state=array([ 0.01405264]), action=0, next_state=array([-0.04768559]), reward=-0.04768559071861392)
Transition(state=array([-0.04768559]), action=0, next_state=array([-0.06869124]), reward=-0.06869123735327139)
Transition(state=array([-0.06869124]), action=0, next_state=array([-0.08246333]), reward=-0.08246332773781212)
Transition(state=array([-0.08246333]), action=0, next_state=array([-0.07038595]), reward=-0.07038594758215158)
Transition(state=array([-0.07038595]), action=0, next_state=array([-0.14071824]), reward=-0.14071823635808703)
Transition(state=array([-0.14071824]), action=1, next_state=array([-0.1286374]), reward=-0.12863740410733912)
Transition(state=array([-0.1286374]), action=1, next_state=array([-0.02760419]), reward=-0.027604191288109287)
Transition(state=array([-0.02760419]), action=0, next_state=array([  9.99926162e-05]), reward=-9.999261619132033e-05)
Transition(state=array([  9.99926162e-05]), action=0, next_state=array([-0.06300092]), reward=-0.06300091827499538)
Transition(state=array([-0.06300092]), action=0, next_state=array([-0.09660904]), reward=-0.0966090441108586)
Transition(state=array([-0.09660904]), action=0, next_state=array([-0.09880976]), reward=-0.09880976129096407)
Transition(state=array([-0.09880976]), action=0, next_state=array([-0.17597321]), reward=-0.17597320526348353)
Transition(state=array([-0.17597321]), action=1, next_state=array([-0.01092313]), reward=-0.010923128254678158)
Transition(state=array([-0.01092313]), action=0, next_state=array([ 0.04181451]), reward=-0.041814513035594386)
Transition(state=array([ 0.04181451]), action=0, next_state=array([ 0.0065809]), reward=-0.006580902143792415)
Transition(state=array([ 0.0065809]), action=0, next_state=array([-0.02371215]), reward=-0.023712149845819173)
Transition(state=array([-0.02371215]), action=0, next_state=array([-0.08243716]), reward=-0.0824371570914561)
Transition(state=array([-0.08243716]), action=0, next_state=array([-0.17802667]), reward=-0.1780266705052173)
Transition(state=array([-0.17802667]), action=1, next_state=array([-0.05349209]), reward=-0.053492088595158055)
Transition(state=array([-0.05349209]), action=0, next_state=array([ 0.01292027]), reward=-0.012920269927031755)
Transition(state=array([ 0.01292027]), action=0, next_state=array([ 0.05602855]), reward=-0.056028549135210146)
Transition(state=array([ 0.05602855]), action=0, next_state=array([-0.00118675]), reward=-0.001186752265806508)
Transition(state=array([-0.00118675]), action=0, next_state=array([ 0.05998042]), reward=-0.059980415742058084)
Transition(state=array([ 0.05998042]), action=0, next_state=array([ 0.11151065]), reward=-0.11151064650527018)
Transition(state=array([ 0.11151065]), action=2, next_state=array([-0.03507516]), reward=-0.035075161201884045)
Transition(state=array([-0.03507516]), action=0, next_state=array([-0.04468364]), reward=-0.044683638139850296)
Transition(state=array([-0.04468364]), action=0, next_state=array([-0.09745573]), reward=-0.09745572687288948)
Transition(state=array([-0.09745573]), action=0, next_state=array([-0.13062693]), reward=-0.1306269336656321)
Transition(state=array([-0.13062693]), action=1, next_state=array([-0.09758731]), reward=-0.09758731423480019)
Transition(state=array([-0.09758731]), action=0, next_state=array([-0.15861708]), reward=-0.15861707559090343)
Transition(state=array([-0.15861708]), action=1, next_state=array([-0.02289341]), reward=-0.022893411727434546)
Transition(state=array([-0.02289341]), action=0, next_state=array([ 0.00342668]), reward=-0.0034266793627484617)
Transition(state=array([ 0.00342668]), action=0, next_state=array([ 0.02610881]), reward=-0.02610881133689257)
Transition(state=array([ 0.02610881]), action=0, next_state=array([ 0.11384374]), reward=-0.11384374073937155)
Transition(state=array([ 0.11384374]), action=2, next_state=array([ 0.08831128]), reward=-0.08831127744154918)
Transition(state=array([ 0.08831128]), action=0, next_state=array([ 0.00755458]), reward=-0.0075545771989223715)
Transition(state=array([ 0.00755458]), action=0, next_state=array([-0.03933333]), reward=-0.0393333325804722)
Transition(state=array([-0.03933333]), action=0, next_state=array([ 0.00198357]), reward=-0.0019835683964202974)
Transition(state=array([ 0.00198357]), action=0, next_state=array([-0.05386783]), reward=-0.05386783075279603)
Transition(state=array([-0.05386783]), action=0, next_state=array([-0.09415218]), reward=-0.09415218364943469)
Transition(state=array([-0.09415218]), action=0, next_state=array([-0.07927091]), reward=-0.07927090523983846)
Transition(state=array([-0.07927091]), action=0, next_state=array([-0.0405078]), reward=-0.04050779887545012)
Transition(state=array([-0.0405078]), action=0, next_state=array([-0.03732563]), reward=-0.03732562573355266)
Transition(state=array([-0.03732563]), action=0, next_state=array([-0.080505]), reward=-0.08050500056329588)
Transition(state=array([-0.080505]), action=0, next_state=array([-0.0486962]), reward=-0.048696197815125526)
Transition(state=array([-0.0486962]), action=0, next_state=array([-0.1144666]), reward=-0.1144665984625319)
Transition(state=array([-0.1144666]), action=1, next_state=array([-0.09379956]), reward=-0.09379955792334249)
Transition(state=array([-0.09379956]), action=0, next_state=array([-0.09010779]), reward=-0.09010778557103735)
Transition(state=array([-0.09010779]), action=0, next_state=array([-0.09618432]), reward=-0.0961843167596019)
Transition(state=array([-0.09618432]), action=0, next_state=array([-0.12473083]), reward=-0.12473083430136944)
Transition(state=array([-0.12473083]), action=1, next_state=array([-0.02658801]), reward=-0.02658801026134741)
Transition(state=array([-0.02658801]), action=0, next_state=array([-0.06214226]), reward=-0.062142264703627124)
Transition(state=array([-0.06214226]), action=0, next_state=array([-0.00919275]), reward=-0.009192750062725713)
Transition(state=array([-0.00919275]), action=0, next_state=array([ 0.04218432]), reward=-0.04218432227602664)
Transition(state=array([ 0.04218432]), action=0, next_state=array([ 0.13984996]), reward=-0.13984996096851413)
Transition(state=array([ 0.13984996]), action=2, next_state=array([ 0.09006546]), reward=-0.09006545560845441)
Transition(state=array([ 0.09006546]), action=0, next_state=array([ 0.01096879]), reward=-0.01096879196772714)
Transition(state=array([ 0.01096879]), action=0, next_state=array([ 0.02146428]), reward=-0.021464279872584598)
Transition(state=array([ 0.02146428]), action=0, next_state=array([-0.02883697]), reward=-0.02883696521786904)
Transition(state=array([-0.02883697]), action=0, next_state=array([-0.0551429]), reward=-0.055142898709025084)
Transition(state=array([-0.0551429]), action=0, next_state=array([-0.04686518]), reward=-0.046865175000183765)
Transition(state=array([-0.04686518]), action=0, next_state=array([-0.1023287]), reward=-0.10232870171938627)
Transition(state=array([-0.1023287]), action=1, next_state=array([ 0.08586078]), reward=-0.08586077685621991)
Transition(state=array([ 0.08586078]), action=0, next_state=array([ 0.03826645]), reward=-0.03826645211711679)
Transition(state=array([ 0.03826645]), action=0, next_state=array([ 0.04000613]), reward=-0.04000613142555882)
Transition(state=array([ 0.04000613]), action=0, next_state=array([ 0.06262833]), reward=-0.06262833241417617)
Transition(state=array([ 0.06262833]), action=0, next_state=array([ 0.01165951]), reward=-0.011659508289102977)
Transition(state=array([ 0.01165951]), action=0, next_state=array([ 0.0611418]), reward=-0.061141799790179883)
Transition(state=array([ 0.0611418]), action=0, next_state=array([ 0.06420893]), reward=-0.06420893234057297)
Transition(state=array([ 0.06420893]), action=0, next_state=array([ 0.15977182]), reward=-0.15977182024969733)
Transition(state=array([ 0.15977182]), action=2, next_state=array([ 0.15824562]), reward=-0.15824561866120665)
Transition(state=array([ 0.15824562]), action=2, next_state=array([ 0.04569518]), reward=-0.04569517673618989)
Transition(state=array([ 0.04569518]), action=0, next_state=array([ 0.06827769]), reward=-0.06827769254055617)
Transition(state=array([ 0.06827769]), action=0, next_state=array([ 0.13878581]), reward=-0.13878581032463574)
Transition(state=array([ 0.13878581]), action=2, next_state=array([ 0.00428464]), reward=-0.0042846378646446)
