Transition(state=array([ 0.14800801, -0.50084984]), action=3, next_state=array([-0.01572656, -0.55180145]), reward=-0.5518014543660551)
Transition(state=array([0.20263616, 0.08283419]), action=2, next_state=array([0.24151562, 0.18642735]), reward=-0.24151561959085724)
Transition(state=array([0.24151562, 0.18642735]), action=2, next_state=array([0.01844724, 0.38583335]), reward=-0.38583334880643483)
Transition(state=array([0.01844724, 0.38583335]), action=4, next_state=array([0.01831091, 0.34242946]), reward=-0.342429460854358)
Transition(state=array([0.01831091, 0.34242946]), action=4, next_state=array([0.18170519, 0.19338861]), reward=-0.19338861331223364)
Transition(state=array([0.18170519, 0.19338861]), action=4, next_state=array([0.2321831 , 0.10294591]), reward=-0.23218309942263932)
Transition(state=array([0.2321831 , 0.10294591]), action=2, next_state=array([-0.02669052,  0.10723591]), reward=-0.10723591318085982)
Transition(state=array([-0.02669052,  0.10723591]), action=1, next_state=array([ 0.21276135, -0.07564448]), reward=-0.2127613545373781)
Transition(state=array([ 0.21276135, -0.07564448]), action=2, next_state=array([ 0.01641945, -0.25936378]), reward=-0.25936377837547564)
Transition(state=array([ 0.01641945, -0.25936378]), action=3, next_state=array([ 0.14428124, -0.01239533]), reward=-0.14428124476193693)
Transition(state=array([ 0.14428124, -0.01239533]), action=2, next_state=array([-0.04625208, -0.05683391]), reward=-0.05683390999073588)
Transition(state=array([-0.04625208, -0.05683391]), action=1, next_state=array([ 0.17413059, -0.13683576]), reward=-0.17413059422449104)
Transition(state=array([ 0.17413059, -0.13683576]), action=2, next_state=array([-0.03719711, -0.30854788]), reward=-0.30854787682438106)
Transition(state=array([-0.03719711, -0.30854788]), action=3, next_state=array([ 0.12994047, -0.20102991]), reward=-0.20102990934616607)
Transition(state=array([ 0.12994047, -0.20102991]), action=3, next_state=array([0.16196341, 0.00497013]), reward=-0.16196341147583135)
Transition(state=array([0.16196341, 0.00497013]), action=2, next_state=array([-0.0426903 , -0.01083918]), reward=-0.04269030264178292)
Transition(state=array([-0.0426903 , -0.01083918]), action=1, next_state=array([0.02377684, 0.14262682]), reward=-0.14262682375656188)
Transition(state=array([0.02377684, 0.14262682]), action=4, next_state=array([ 0.08716719, -0.01809137]), reward=-0.08716719154457829)
Transition(state=array([ 0.08716719, -0.01809137]), action=0, next_state=array([ 0.156934  , -0.02882212]), reward=-0.1569339968435989)
Transition(state=array([ 0.156934  , -0.02882212]), action=2, next_state=array([-0.13205349,  0.10423512]), reward=-0.1320534892705436)
Transition(state=array([-0.13205349,  0.10423512]), action=1, next_state=array([0.05216999, 0.22181133]), reward=-0.22181132950243038)
Transition(state=array([0.05216999, 0.22181133]), action=4, next_state=array([-0.04442095,  0.28008189]), reward=-0.28008188732483563)
Transition(state=array([-0.04442095,  0.28008189]), action=4, next_state=array([-0.10236661,  0.15672765]), reward=-0.1567276525964967)
Transition(state=array([-0.10236661,  0.15672765]), action=1, next_state=array([-0.16130263,  0.02069715]), reward=-0.16130262836369255)
Transition(state=array([-0.16130263,  0.02069715]), action=1, next_state=array([0.0091437 , 0.12887743]), reward=-0.12887743385703798)
Transition(state=array([0.0091437 , 0.12887743]), action=4, next_state=array([0.18775681, 0.17243178]), reward=-0.1877568109514447)
Transition(state=array([0.18775681, 0.17243178]), action=2, next_state=array([0.28147343, 0.29571802]), reward=-0.29571802102651457)
Transition(state=array([0.28147343, 0.29571802]), action=4, next_state=array([0.22458652, 0.19736634]), reward=-0.22458651508288766)
Transition(state=array([0.22458652, 0.19736634]), action=2, next_state=array([0.23210418, 0.01446032]), reward=-0.23210417736432706)
Transition(state=array([0.23210418, 0.01446032]), action=2, next_state=array([-0.04724374,  0.07698819]), reward=-0.07698819181902448)
Transition(state=array([-0.04724374,  0.07698819]), action=1, next_state=array([-0.01802488, -0.04581541]), reward=-0.045815411613275195)
Transition(state=array([-0.01802488, -0.04581541]), action=1, next_state=array([-0.11189522, -0.24112303]), reward=-0.2411230255747523)
Transition(state=array([-0.11189522, -0.24112303]), action=1, next_state=array([ 0.00588927, -0.05265274]), reward=-0.05265274026925992)
Transition(state=array([ 0.00588927, -0.05265274]), action=1, next_state=array([0.01167138, 0.09812427]), reward=-0.09812427003725965)
Transition(state=array([0.01167138, 0.09812427]), action=4, next_state=array([0.15343776, 0.12114955]), reward=-0.1534377620312361)
Transition(state=array([0.15343776, 0.12114955]), action=2, next_state=array([-0.06300227,  0.21860119]), reward=-0.21860119217155577)
Transition(state=array([-0.06300227,  0.21860119]), action=4, next_state=array([0.01218968, 0.22878775]), reward=-0.22878775083500744)
Transition(state=array([0.01218968, 0.22878775]), action=4, next_state=array([0.04092609, 0.25355628]), reward=-0.2535562812558285)
Transition(state=array([0.04092609, 0.25355628]), action=4, next_state=array([0.10448772, 0.237547  ]), reward=-0.2375470022031179)
Transition(state=array([0.10448772, 0.237547  ]), action=4, next_state=array([-0.06389278,  0.27472947]), reward=-0.27472947181879515)
Transition(state=array([-0.06389278,  0.27472947]), action=4, next_state=array([-0.19112925,  0.37194846]), reward=-0.37194845803988397)
Transition(state=array([-0.19112925,  0.37194846]), action=4, next_state=array([-0.36161494,  0.3454587 ]), reward=-0.36161494108890124)
Transition(state=array([-0.36161494,  0.3454587 ]), action=1, next_state=array([-0.13616908,  0.18738858]), reward=-0.18738857755090654)
Transition(state=array([-0.13616908,  0.18738858]), action=1, next_state=array([-0.0140477,  0.2354543]), reward=-0.235454296253733)
Transition(state=array([-0.0140477,  0.2354543]), action=4, next_state=array([0.18433609, 0.13440454]), reward=-0.18433608722798225)
Transition(state=array([0.18433609, 0.13440454]), action=2, next_state=array([-0.0926265 ,  0.01371418]), reward=-0.0926264998535053)
Transition(state=array([-0.0926265 ,  0.01371418]), action=1, next_state=array([0.02668087, 0.05734638]), reward=-0.057346384212609576)
Transition(state=array([0.02668087, 0.05734638]), action=0, next_state=array([-0.11483713,  0.21406686]), reward=-0.21406686008014977)
Transition(state=array([-0.11483713,  0.21406686]), action=4, next_state=array([-0.03557737,  0.29989676]), reward=-0.29989676450321945)
Transition(state=array([-0.03557737,  0.29989676]), action=4, next_state=array([-0.07786099,  0.20605453]), reward=-0.20605453115135605)
Transition(state=array([-0.07786099,  0.20605453]), action=4, next_state=array([-0.23318317,  0.12629249]), reward=-0.23318317314688958)
Transition(state=array([-0.23318317,  0.12629249]), action=1, next_state=array([-0.21644731,  0.25924596]), reward=-0.2592459587557555)
Transition(state=array([-0.21644731,  0.25924596]), action=1, next_state=array([-0.21187156,  0.31463123]), reward=-0.3146312327658929)
Transition(state=array([-0.21187156,  0.31463123]), action=4, next_state=array([-0.40055334,  0.13630044]), reward=-0.40055333611456)
Transition(state=array([-0.40055334,  0.13630044]), action=1, next_state=array([-0.32425553,  0.2306279 ]), reward=-0.32425552655109646)
Transition(state=array([-0.32425553,  0.2306279 ]), action=1, next_state=array([-0.141663  ,  0.31311948]), reward=-0.31311948258388256)
Transition(state=array([-0.141663  ,  0.31311948]), action=4, next_state=array([-0.21884323,  0.31388112]), reward=-0.3138811156001333)
Transition(state=array([-0.21884323,  0.31388112]), action=4, next_state=array([-0.39193039,  0.08344794]), reward=-0.39193039275485625)
Transition(state=array([-0.39193039,  0.08344794]), action=1, next_state=array([-0.45165663,  0.22215051]), reward=-0.45165662947961827)
Transition(state=array([-0.45165663,  0.22215051]), action=1, next_state=array([-0.18662605,  0.36582986]), reward=-0.3658298576503277)
Transition(state=array([-0.18662605,  0.36582986]), action=4, next_state=array([-0.06849305,  0.09870412]), reward=-0.09870411667099402)
Transition(state=array([-0.06849305,  0.09870412]), action=1, next_state=array([-0.04611545,  0.18429258]), reward=-0.1842925811909113)
Transition(state=array([-0.04611545,  0.18429258]), action=4, next_state=array([-0.18839847,  0.14868117]), reward=-0.18839846828687523)
Transition(state=array([-0.18839847,  0.14868117]), action=1, next_state=array([0.10093411, 0.29954182]), reward=-0.2995418218092774)
Transition(state=array([0.10093411, 0.29954182]), action=4, next_state=array([-0.03819841,  0.27380202]), reward=-0.27380201662057624)
Transition(state=array([-0.03819841,  0.27380202]), action=4, next_state=array([0.08766187, 0.2268114 ]), reward=-0.2268113999050255)
Transition(state=array([0.08766187, 0.2268114 ]), action=4, next_state=array([-0.0252088 ,  0.13649152]), reward=-0.13649152448789786)
Transition(state=array([-0.0252088 ,  0.13649152]), action=4, next_state=array([0.04465558, 0.20496376]), reward=-0.20496376379471767)
Transition(state=array([0.04465558, 0.20496376]), action=4, next_state=array([0.08786056, 0.17543305]), reward=-0.17543304590744077)
Transition(state=array([0.08786056, 0.17543305]), action=4, next_state=array([ 0.11642234, -0.04140936]), reward=-0.11642233876599316)
Transition(state=array([ 0.11642234, -0.04140936]), action=0, next_state=array([0.22613042, 0.02368018]), reward=-0.22613042383822984)
Transition(state=array([0.22613042, 0.02368018]), action=2, next_state=array([0.26531006, 0.20157586]), reward=-0.26531006412072466)
Transition(state=array([0.26531006, 0.20157586]), action=2, next_state=array([0.32129335, 0.15197081]), reward=-0.32129334836795265)
Transition(state=array([-0.2272342 , -0.48656976]), action=3, next_state=array([-0.12117658, -0.42159125]), reward=-0.4215912479775231)
Transition(state=array([-0.12117658, -0.42159125]), action=3, next_state=array([-0.25488854, -0.2665204 ]), reward=-0.2665204025445429)
Transition(state=array([-0.25488854, -0.2665204 ]), action=1, next_state=array([-0.25748203, -0.24597607]), reward=-0.25748202777033624)
Transition(state=array([-0.25748203, -0.24597607]), action=1, next_state=array([ 0.02417055, -0.41513778]), reward=-0.4151377834572308)
Transition(state=array([ 0.02417055, -0.41513778]), action=3, next_state=array([ 0.09132613, -0.20577992]), reward=-0.20577991638494034)
Transition(state=array([ 0.09132613, -0.20577992]), action=3, next_state=array([ 0.06431407, -0.23887115]), reward=-0.2388711484979594)
Transition(state=array([ 0.06431407, -0.23887115]), action=3, next_state=array([-0.08573384, -0.23378006]), reward=-0.23378005565751822)
Transition(state=array([-0.08573384, -0.23378006]), action=1, next_state=array([-0.17264553, -0.19198552]), reward=-0.19198551936350305)
Transition(state=array([-0.17264553, -0.19198552]), action=1, next_state=array([ 0.03494598, -0.24658986]), reward=-0.2465898648959515)
Transition(state=array([ 0.03494598, -0.24658986]), action=3, next_state=array([-0.14927218, -0.0644514 ]), reward=-0.1492721763927446)
Transition(state=array([-0.14927218, -0.0644514 ]), action=1, next_state=array([-0.21757586, -0.10906038]), reward=-0.21757586269438936)
Transition(state=array([-0.21757586, -0.10906038]), action=1, next_state=array([0.05272502, 0.03044649]), reward=-0.05272501969623797)
Transition(state=array([0.05272502, 0.03044649]), action=0, next_state=array([ 0.0873386 , -0.08179891]), reward=-0.08733859904100783)
Transition(state=array([ 0.0873386 , -0.08179891]), action=0, next_state=array([ 0.18740735, -0.13603123]), reward=-0.18740735487215143)
Transition(state=array([ 0.18740735, -0.13603123]), action=2, next_state=array([-0.1036334 , -0.27506549]), reward=-0.27506549161598104)
Transition(state=array([-0.1036334 , -0.27506549]), action=1, next_state=array([ 0.18497521, -0.3317222 ]), reward=-0.3317221978355886)
Transition(state=array([ 0.18497521, -0.3317222 ]), action=3, next_state=array([ 0.26407136, -0.19391338]), reward=-0.2640713563408063)
Transition(state=array([ 0.26407136, -0.19391338]), action=2, next_state=array([ 0.26889053, -0.36222194]), reward=-0.3622219435606643)
Transition(state=array([ 0.26889053, -0.36222194]), action=3, next_state=array([ 0.37220791, -0.44151931]), reward=-0.4415193141131969)
Transition(state=array([ 0.37220791, -0.44151931]), action=3, next_state=array([ 0.20842524, -0.30892115]), reward=-0.3089211466042091)
Transition(state=array([ 0.20842524, -0.30892115]), action=3, next_state=array([ 0.40619289, -0.13548432]), reward=-0.40619288574154766)
Transition(state=array([ 0.40619289, -0.13548432]), action=2, next_state=array([ 0.27484644, -0.13857628]), reward=-0.27484644138312053)
Transition(state=array([ 0.27484644, -0.13857628]), action=2, next_state=array([ 0.02081836, -0.17118374]), reward=-0.17118374159558375)
Transition(state=array([ 0.02081836, -0.17118374]), action=3, next_state=array([-0.16932413,  0.00120444]), reward=-0.16932412731889387)
Transition(state=array([-0.16932413,  0.00120444]), action=1, next_state=array([-0.07233754, -0.00435411]), reward=-0.07233754208058613)
Transition(state=array([-0.07233754, -0.00435411]), action=1, next_state=array([ 0.05839209, -0.01416801]), reward=-0.058392089910570585)
Transition(state=array([ 0.05839209, -0.01416801]), action=0, next_state=array([ 0.25236239, -0.08212487]), reward=-0.2523623874632592)
Transition(state=array([ 0.25236239, -0.08212487]), action=2, next_state=array([ 0.01174033, -0.1194514 ]), reward=-0.11945139556881315)
Transition(state=array([ 0.01174033, -0.1194514 ]), action=1, next_state=array([-0.04163985, -0.20565773]), reward=-0.2056577252530617)
Transition(state=array([-0.04163985, -0.20565773]), action=1, next_state=array([ 0.15761587, -0.14858943]), reward=-0.15761587084958237)
Transition(state=array([ 0.15761587, -0.14858943]), action=3, next_state=array([ 0.04553402, -0.04182634]), reward=-0.045534023639421176)
Transition(state=array([ 0.04553402, -0.04182634]), action=1, next_state=array([0.16925174, 0.0347903 ]), reward=-0.16925173741369043)
Transition(state=array([0.16925174, 0.0347903 ]), action=2, next_state=array([ 0.18756638, -0.08567782]), reward=-0.18756637990935512)
Transition(state=array([ 0.18756638, -0.08567782]), action=2, next_state=array([ 0.18651473, -0.22953966]), reward=-0.22953965534587956)
Transition(state=array([ 0.18651473, -0.22953966]), action=3, next_state=array([ 0.27412048, -0.29359953]), reward=-0.2935995344704022)
Transition(state=array([ 0.27412048, -0.29359953]), action=3, next_state=array([ 0.14875661, -0.04055962]), reward=-0.1487566093998677)
Transition(state=array([ 0.14875661, -0.04055962]), action=2, next_state=array([-0.07184163, -0.16317429]), reward=-0.16317429414697732)
Transition(state=array([-0.07184163, -0.16317429]), action=1, next_state=array([ 0.21195465, -0.11290571]), reward=-0.2119546516615369)
Transition(state=array([ 0.21195465, -0.11290571]), action=2, next_state=array([ 0.0771747 , -0.28769696]), reward=-0.2876969559194408)
Transition(state=array([ 0.0771747 , -0.28769696]), action=3, next_state=array([ 0.22283558, -0.03527643]), reward=-0.22283557950859775)
Transition(state=array([ 0.22283558, -0.03527643]), action=2, next_state=array([-0.02747368, -0.13150145]), reward=-0.13150144931531066)
Transition(state=array([-0.02747368, -0.13150145]), action=1, next_state=array([ 0.11231604, -0.08570023]), reward=-0.11231604140048679)
Transition(state=array([ 0.11231604, -0.08570023]), action=0, next_state=array([-0.07919111, -0.05526012]), reward=-0.0791911060060494)
Transition(state=array([-0.07919111, -0.05526012]), action=1, next_state=array([ 0.08397449, -0.03490411]), reward=-0.08397448972871631)
Transition(state=array([ 0.08397449, -0.03490411]), action=0, next_state=array([0.01000291, 0.08099115]), reward=-0.08099115385547115)
Transition(state=array([0.01000291, 0.08099115]), action=1, next_state=array([0.20175016, 0.24894897]), reward=-0.24894897277485623)
Transition(state=array([0.20175016, 0.24894897]), action=4, next_state=array([0.26974937, 0.24670872]), reward=-0.26974937073676825)
Transition(state=array([0.26974937, 0.24670872]), action=2, next_state=array([0.01167271, 0.13756934]), reward=-0.13756933817818265)
Transition(state=array([0.01167271, 0.13756934]), action=4, next_state=array([-0.0977572 , -0.15235627]), reward=-0.15235627204713412)
Transition(state=array([-0.0977572 , -0.15235627]), action=1, next_state=array([0.11470156, 0.00882144]), reward=-0.11470156408505008)
Transition(state=array([0.11470156, 0.00882144]), action=0, next_state=array([ 0.17615697, -0.00214864]), reward=-0.17615697338562666)
Transition(state=array([ 0.17615697, -0.00214864]), action=2, next_state=array([0.02396213, 0.10142996]), reward=-0.10142996405748146)
Transition(state=array([0.02396213, 0.10142996]), action=4, next_state=array([ 0.1900977 , -0.18880555]), reward=-0.19009769980446495)
Transition(state=array([ 0.1900977 , -0.18880555]), action=3, next_state=array([ 0.0595372, -0.2311577]), reward=-0.231157696151116)
Transition(state=array([ 0.0595372, -0.2311577]), action=3, next_state=array([ 0.19917479, -0.06451056]), reward=-0.19917479118426368)
Transition(state=array([ 0.19917479, -0.06451056]), action=2, next_state=array([-0.0559018 , -0.02297457]), reward=-0.05590180018306681)
Transition(state=array([-0.0559018 , -0.02297457]), action=1, next_state=array([ 0.01011416, -0.18517958]), reward=-0.18517957946406927)
Transition(state=array([ 0.01011416, -0.18517958]), action=3, next_state=array([ 0.09555176, -0.01391561]), reward=-0.09555175712195406)
Transition(state=array([ 0.09555176, -0.01391561]), action=0, next_state=array([0.13827971, 0.11017606]), reward=-0.13827970630500938)
Transition(state=array([0.13827971, 0.11017606]), action=2, next_state=array([-0.13971537,  0.16722398]), reward=-0.1672239766250338)
Transition(state=array([-0.13971537,  0.16722398]), action=1, next_state=array([-0.19745165,  0.10302332]), reward=-0.19745164597271767)
Transition(state=array([-0.19745165,  0.10302332]), action=1, next_state=array([-0.14943951, -0.09676817]), reward=-0.14943951468698738)
Transition(state=array([-0.14943951, -0.09676817]), action=1, next_state=array([ 0.11548898, -0.28550804]), reward=-0.2855080404272034)
Transition(state=array([ 0.11548898, -0.28550804]), action=3, next_state=array([ 0.30077012, -0.02855183]), reward=-0.30077012474753634)
Transition(state=array([ 0.30077012, -0.02855183]), action=2, next_state=array([0.07501061, 0.14327529]), reward=-0.1432752914315125)
Transition(state=array([0.07501061, 0.14327529]), action=4, next_state=array([ 0.06479635, -0.0233076 ]), reward=-0.06479635204117985)
Transition(state=array([ 0.06479635, -0.0233076 ]), action=0, next_state=array([ 1.74869435e-01, -5.73353846e-05]), reward=-0.17486943520970666)
Transition(state=array([ 1.74869435e-01, -5.73353846e-05]), action=2, next_state=array([0.24107873, 0.05249584]), reward=-0.24107872507449865)
Transition(state=array([0.24107873, 0.05249584]), action=2, next_state=array([0.01829656, 0.01407771]), reward=-0.01829655743841857)
Transition(state=array([0.01829656, 0.01407771]), action=1, next_state=array([ 0.17791877, -0.177243  ]), reward=-0.17791877383144197)
Transition(state=array([ 0.17791877, -0.177243  ]), action=3, next_state=array([-0.01765701, -0.2449882 ]), reward=-0.24498820076386427)
Transition(state=array([-0.01765701, -0.2449882 ]), action=3, next_state=array([ 0.07482679, -0.20477334]), reward=-0.20477333932567024)
Transition(state=array([ 0.07482679, -0.20477334]), action=3, next_state=array([ 0.14708398, -0.23729141]), reward=-0.23729140552055014)
Transition(state=array([ 0.14708398, -0.23729141]), action=3, next_state=array([ 0.34618734, -0.31418246]), reward=-0.34618734115165944)
Transition(state=array([ 0.34618734, -0.31418246]), action=3, next_state=array([ 0.36179772, -0.34222552]), reward=-0.36179771675676586)
Transition(state=array([ 0.36179772, -0.34222552]), action=3, next_state=array([ 0.47409623, -0.20434658]), reward=-0.4740962271369602)
Transition(state=array([ 0.47409623, -0.20434658]), action=2, next_state=array([ 0.55348952, -0.27820494]), reward=-0.5534895172153741)
Transition(state=array([ 0.55348952, -0.27820494]), action=2, next_state=array([ 0.53322249, -0.15975287]), reward=-0.5332224863966002)
Transition(state=array([ 0.53322249, -0.15975287]), action=2, next_state=array([ 0.25738752, -0.35810152]), reward=-0.3581015196057062)
Transition(state=array([ 0.25738752, -0.35810152]), action=3, next_state=array([ 0.22313465, -0.33758711]), reward=-0.3375871053673989)
Transition(state=array([ 0.22313465, -0.33758711]), action=3, next_state=array([ 0.18503813, -0.08108856]), reward=-0.18503812893895244)
Transition(state=array([ 0.18503813, -0.08108856]), action=2, next_state=array([ 0.09258812, -0.01137123]), reward=-0.09258812216184453)
Transition(state=array([ 0.09258812, -0.01137123]), action=0, next_state=array([ 0.26308636, -0.079954  ]), reward=-0.26308636169992594)
Transition(state=array([ 0.26308636, -0.079954  ]), action=2, next_state=array([ 0.08560904, -0.21459035]), reward=-0.21459035431557813)
Transition(state=array([ 0.08560904, -0.21459035]), action=3, next_state=array([ 0.11471538, -0.19849734]), reward=-0.19849734230474322)
Transition(state=array([ 0.11471538, -0.19849734]), action=3, next_state=array([0.06040765, 0.04972389]), reward=-0.06040764993561344)
Transition(state=array([0.06040765, 0.04972389]), action=0, next_state=array([0.03374752, 0.10423421]), reward=-0.10423421145256151)
Transition(state=array([0.03374752, 0.10423421]), action=4, next_state=array([-0.14155361, -0.15663475]), reward=-0.1566347525516237)
Transition(state=array([-0.14155361, -0.15663475]), action=1, next_state=array([-0.04356042, -0.06815536]), reward=-0.06815536263578598)
Transition(state=array([-0.04356042, -0.06815536]), action=1, next_state=array([ 0.19384224, -0.17419771]), reward=-0.19384224084356869)
Transition(state=array([ 0.19384224, -0.17419771]), action=3, next_state=array([ 0.23409309, -0.19356025]), reward=-0.2340930928127827)
Transition(state=array([ 0.23409309, -0.19356025]), action=2, next_state=array([ 0.1323649, -0.0190892]), reward=-0.13236490382610627)
Transition(state=array([ 0.1323649, -0.0190892]), action=2, next_state=array([-0.00640823,  0.18019608]), reward=-0.18019607839202456)
Transition(state=array([-0.00640823,  0.18019608]), action=4, next_state=array([-0.1437041 ,  0.10562014]), reward=-0.1437041032148631)
Transition(state=array([-0.1437041 ,  0.10562014]), action=1, next_state=array([-0.10941874,  0.26108189]), reward=-0.2610818926432035)
Transition(state=array([-0.10941874,  0.26108189]), action=4, next_state=array([-0.2723795 ,  0.27271661]), reward=-0.2727166147753405)
Transition(state=array([-0.2723795 ,  0.27271661]), action=1, next_state=array([-0.00608742,  0.10120833]), reward=-0.10120833147835864)
Transition(state=array([-0.00608742,  0.10120833]), action=4, next_state=array([-0.05916367, -0.12876746]), reward=-0.12876746240016798)
Transition(state=array([-0.05916367, -0.12876746]), action=1, next_state=array([ 0.20856267, -0.19769589]), reward=-0.20856266801289539)
Transition(state=array([ 0.20856267, -0.19769589]), action=3, next_state=array([ 0.02303797, -0.0462647 ]), reward=-0.046264702018540244)
Transition(state=array([ 0.02303797, -0.0462647 ]), action=1, next_state=array([ 0.02880796, -0.12370439]), reward=-0.12370438850228715)
Transition(state=array([ 0.02880796, -0.12370439]), action=1, next_state=array([0.11819659, 0.05055255]), reward=-0.1181965879864961)
Transition(state=array([0.11819659, 0.05055255]), action=0, next_state=array([-0.07397996,  0.05976099]), reward=-0.07397996362567164)
Transition(state=array([-0.07397996,  0.05976099]), action=1, next_state=array([0.14339685, 0.11032717]), reward=-0.14339685275687755)
Transition(state=array([0.14339685, 0.11032717]), action=2, next_state=array([0.09696265, 0.15226018]), reward=-0.15226018229324442)
Transition(state=array([0.09696265, 0.15226018]), action=4, next_state=array([ 0.24289338, -0.07717092]), reward=-0.24289337603447178)
Transition(state=array([ 0.24289338, -0.07717092]), action=2, next_state=array([0.08798415, 0.08683133]), reward=-0.08798414883153602)
Transition(state=array([0.08798415, 0.08683133]), action=0, next_state=array([-0.06421474, -0.02763623]), reward=-0.06421474172762592)
Transition(state=array([-0.06421474, -0.02763623]), action=1, next_state=array([-0.12578005, -0.1603915 ]), reward=-0.16039150348730485)
Transition(state=array([-0.12578005, -0.1603915 ]), action=1, next_state=array([-0.11126091,  0.02848991]), reward=-0.11126090548151826)
Transition(state=array([-0.11126091,  0.02848991]), action=1, next_state=array([ 0.08625466, -0.00337128]), reward=-0.08625465600679956)
Transition(state=array([ 0.08625466, -0.00337128]), action=0, next_state=array([0.27352331, 0.02495895]), reward=-0.2735233100391322)
Transition(state=array([0.27352331, 0.02495895]), action=2, next_state=array([ 0.02442858, -0.02165772]), reward=-0.024428578729582734)
Transition(state=array([ 0.02442858, -0.02165772]), action=1, next_state=array([ 0.13037046, -0.21285709]), reward=-0.21285709333166253)
Transition(state=array([ 0.13037046, -0.21285709]), action=3, next_state=array([ 0.07070632, -0.21655518]), reward=-0.21655517968900204)
Transition(state=array([ 0.07070632, -0.21655518]), action=3, next_state=array([-0.09918293, -0.13620299]), reward=-0.13620299211896936)
Transition(state=array([-0.09918293, -0.13620299]), action=1, next_state=array([-0.07610223, -0.20336947]), reward=-0.20336946960834335)
Transition(state=array([-0.07610223, -0.20336947]), action=1, next_state=array([-0.10944104, -0.01655732]), reward=-0.1094410446337819)
Transition(state=array([-0.10944104, -0.01655732]), action=1, next_state=array([-0.20550718, -0.06643516]), reward=-0.20550718315518499)
Transition(state=array([-0.20550718, -0.06643516]), action=1, next_state=array([ 0.02784947, -0.20692523]), reward=-0.20692522718587342)
Transition(state=array([ 0.02784947, -0.20692523]), action=3, next_state=array([0.14645723, 0.03479369]), reward=-0.14645723028581592)
Transition(state=array([0.14645723, 0.03479369]), action=2, next_state=array([ 0.14971266, -0.09042395]), reward=-0.14971265931301792)
Transition(state=array([ 0.14971266, -0.09042395]), action=2, next_state=array([ 0.15967198, -0.11399871]), reward=-0.15967197861265905)
Transition(state=array([ 0.15967198, -0.11399871]), action=2, next_state=array([ 0.08530641, -0.07392877]), reward=-0.08530641469204867)
Transition(state=array([ 0.08530641, -0.07392877]), action=0, next_state=array([ 0.16174251, -0.2657962 ]), reward=-0.26579620380839786)
Transition(state=array([ 0.16174251, -0.2657962 ]), action=3, next_state=array([ 0.24680857, -0.14962786]), reward=-0.24680856515892372)
Transition(state=array([ 0.24680857, -0.14962786]), action=2, next_state=array([0.11349256, 0.01256563]), reward=-0.11349256111613118)
Transition(state=array([0.11349256, 0.01256563]), action=0, next_state=array([0.11319185, 0.14023594]), reward=-0.1402359419469638)
Transition(state=array([0.11319185, 0.14023594]), action=4, next_state=array([0.27760365, 0.07828739]), reward=-0.27760365414283095)
Transition(state=array([0.27760365, 0.07828739]), action=2, next_state=array([0.34477785, 0.0323126 ]), reward=-0.3447778510800307)
Transition(state=array([0.34477785, 0.0323126 ]), action=2, next_state=array([0.04625577, 0.12875013]), reward=-0.12875012982520354)
Transition(state=array([0.04625577, 0.12875013]), action=4, next_state=array([ 0.01129252, -0.1527383 ]), reward=-0.15273829925072935)
Transition(state=array([ 0.01129252, -0.1527383 ]), action=1, next_state=array([ 0.3092005 , -0.10129479]), reward=-0.30920049813724493)
Transition(state=array([ 0.3092005 , -0.10129479]), action=2, next_state=array([ 0.28480179, -0.14760495]), reward=-0.28480179436321484)
Transition(state=array([ 0.28480179, -0.14760495]), action=2, next_state=array([ 0.1109773 , -0.02669875]), reward=-0.11097729529480865)
Transition(state=array([ 0.1109773 , -0.02669875]), action=0, next_state=array([ 0.28571433, -0.16078559]), reward=-0.28571433225586257)
Transition(state=array([ 0.28571433, -0.16078559]), action=2, next_state=array([ 0.12444501, -0.16404196]), reward=-0.16404195813593223)
Transition(state=array([ 0.12444501, -0.16404196]), action=3, next_state=array([ 0.32048625, -0.1705913 ]), reward=-0.3204862514848418)
Transition(state=array([ 0.32048625, -0.1705913 ]), action=2, next_state=array([ 0.37856474, -0.28929414]), reward=-0.3785647405427933)
Transition(state=array([ 0.37856474, -0.28929414]), action=2, next_state=array([ 0.41028891, -0.25086003]), reward=-0.41028890581353117)
Transition(state=array([ 0.41028891, -0.25086003]), action=2, next_state=array([ 0.29820784, -0.06856718]), reward=-0.29820784254559374)
Transition(state=array([ 0.29820784, -0.06856718]), action=2, next_state=array([ 0.05761785, -0.18379181]), reward=-0.18379181042186638)
Transition(state=array([ 0.05761785, -0.18379181]), action=3, next_state=array([-0.04092091, -0.02085128]), reward=-0.040920914033850786)
Transition(state=array([-0.04092091, -0.02085128]), action=1, next_state=array([0.22302097, 0.04963681]), reward=-0.22302097132052337)
Transition(state=array([0.22302097, 0.04963681]), action=2, next_state=array([0.22676361, 0.08245217]), reward=-0.22676360503160284)
Transition(state=array([0.22676361, 0.08245217]), action=2, next_state=array([ 0.01679436, -0.01881839]), reward=-0.018818389407921965)
Transition(state=array([ 0.01679436, -0.01881839]), action=1, next_state=array([0.25801145, 0.09811849]), reward=-0.2580114450285246)
Transition(state=array([0.25801145, 0.09811849]), action=2, next_state=array([ 0.28791472, -0.01650288]), reward=-0.28791472084639935)
Transition(state=array([ 0.28791472, -0.01650288]), action=2, next_state=array([ 0.25697064, -0.05791086]), reward=-0.2569706415414431)
