Transition(state=array([ 0.34884428]), action=2, next_state=array([ 0.20823562]), reward=-0.20823562097070777)
Transition(state=array([ 0.04580226]), action=0, next_state=array([ 0.01624487]), reward=-0.016244868964665524)
Transition(state=array([ 0.01624487]), action=2, next_state=array([ 0.09825455]), reward=-0.09825455425427229)
Transition(state=array([ 0.09825455]), action=0, next_state=array([-0.05868631]), reward=-0.058686311889061066)
Transition(state=array([-0.05868631]), action=2, next_state=array([-0.17761571]), reward=-0.17761570859830578)
Transition(state=array([-0.17761571]), action=2, next_state=array([-0.09488317]), reward=-0.09488317406467109)
Transition(state=array([-0.09488317]), action=0, next_state=array([-0.22711701]), reward=-0.22711700556381154)
Transition(state=array([-0.22711701]), action=0, next_state=array([-0.19777505]), reward=-0.1977750541069444)
Transition(state=array([-0.19777505]), action=1, next_state=array([ 0.00944964]), reward=-0.00944963637380572)
Transition(state=array([ 0.00944964]), action=0, next_state=array([-0.04272772]), reward=-0.042727717773481694)
Transition(state=array([-0.04272772]), action=2, next_state=array([-0.07339873]), reward=-0.07339872954951436)
Transition(state=array([-0.07339873]), action=0, next_state=array([-0.24157739]), reward=-0.24157738644625065)
Transition(state=array([-0.24157739]), action=2, next_state=array([-0.30298238]), reward=-0.30298237907126147)
Transition(state=array([-0.30298238]), action=1, next_state=array([-0.09473501]), reward=-0.09473500660741083)
Transition(state=array([-0.09473501]), action=2, next_state=array([-0.29330172]), reward=-0.2933017218890306)
Transition(state=array([-0.29330172]), action=0, next_state=array([-0.13465851]), reward=-0.13465850586198375)
Transition(state=array([-0.13465851]), action=0, next_state=array([ 0.04138219]), reward=-0.041382190189199586)
Transition(state=array([ 0.04138219]), action=2, next_state=array([-0.16996613]), reward=-0.16996613011656586)
Transition(state=array([-0.16996613]), action=0, next_state=array([-0.14761194]), reward=-0.147611944903698)
Transition(state=array([-0.14761194]), action=1, next_state=array([-0.21214177]), reward=-0.21214177212448312)
Transition(state=array([-0.21214177]), action=0, next_state=array([-0.35326476]), reward=-0.3532647579368179)
Transition(state=array([-0.35326476]), action=0, next_state=array([-0.3728714]), reward=-0.37287139552109366)
Transition(state=array([-0.3728714]), action=0, next_state=array([-0.35604747]), reward=-0.35604746512770774)
Transition(state=array([-0.35604747]), action=1, next_state=array([-0.31212977]), reward=-0.31212977485574145)
Transition(state=array([-0.31212977]), action=1, next_state=array([-0.37053467]), reward=-0.3705346657779661)
Transition(state=array([-0.37053467]), action=0, next_state=array([-0.40584249]), reward=-0.4058424940772886)
Transition(state=array([-0.40584249]), action=0, next_state=array([-0.43070707]), reward=-0.4307070676560314)
Transition(state=array([-0.43070707]), action=2, next_state=array([-0.71295748]), reward=-0.7129574797993603)
Transition(state=array([-0.71295748]), action=1, next_state=array([-0.57453095]), reward=-0.5745309528263877)
Transition(state=array([-0.57453095]), action=2, next_state=array([-0.60593837]), reward=-0.6059383749024995)
Transition(state=array([-0.60593837]), action=2, next_state=array([-0.8684223]), reward=-0.868422297468714)
Transition(state=array([-0.8684223]), action=1, next_state=array([-0.85461608]), reward=-0.8546160814206574)
Transition(state=array([-0.85461608]), action=0, next_state=array([-0.67561338]), reward=-0.6756133767572734)
Transition(state=array([-0.67561338]), action=2, next_state=array([-0.9165562]), reward=-0.9165562015014507)
Transition(state=array([-0.9165562]), action=0, next_state=array([-0.90703124]), reward=-0.9070312419036828)
Transition(state=array([-0.90703124]), action=1, next_state=array([-0.65196349]), reward=-0.6519634928945911)
Transition(state=array([-0.65196349]), action=1, next_state=array([-0.67815926]), reward=-0.6781592564439934)
Transition(state=array([-0.67815926]), action=1, next_state=array([-0.72170569]), reward=-0.7217056856244944)
Transition(state=array([-0.72170569]), action=0, next_state=array([-0.56176127]), reward=-0.5617612676717015)
Transition(state=array([-0.56176127]), action=0, next_state=array([-0.4810575]), reward=-0.48105749635346423)
Transition(state=array([-0.4810575]), action=2, next_state=array([-0.66437228]), reward=-0.6643722750464849)
Transition(state=array([-0.66437228]), action=1, next_state=array([-0.39371748]), reward=-0.3937174814099178)
Transition(state=array([-0.39371748]), action=1, next_state=array([-0.11062168]), reward=-0.11062167794056083)
Transition(state=array([-0.11062168]), action=2, next_state=array([-0.35154319]), reward=-0.35154319179372095)
Transition(state=array([-0.35154319]), action=2, next_state=array([-0.37986011]), reward=-0.37986011345523807)
Transition(state=array([-0.37986011]), action=2, next_state=array([-0.44552476]), reward=-0.44552475810754955)
Transition(state=array([-0.44552476]), action=0, next_state=array([-0.50628106]), reward=-0.5062810570338054)
Transition(state=array([-0.50628106]), action=1, next_state=array([-0.23013158]), reward=-0.23013158389718133)
Transition(state=array([-0.23013158]), action=2, next_state=array([-0.44075678]), reward=-0.4407567817592465)
Transition(state=array([-0.44075678]), action=0, next_state=array([-0.24326773]), reward=-0.24326773431784396)
Transition(state=array([-0.24326773]), action=2, next_state=array([-0.3490518]), reward=-0.34905180322744694)
Transition(state=array([-0.3490518]), action=2, next_state=array([-0.6128425]), reward=-0.6128425038505168)
Transition(state=array([-0.6128425]), action=0, next_state=array([-0.71701018]), reward=-0.7170101789129562)
Transition(state=array([-0.71701018]), action=2, next_state=array([-0.79175305]), reward=-0.7917530491312579)
Transition(state=array([-0.79175305]), action=1, next_state=array([-0.75739413]), reward=-0.7573941344635903)
Transition(state=array([-0.75739413]), action=1, next_state=array([-0.66328294]), reward=-0.6632829371011805)
Transition(state=array([-0.66328294]), action=1, next_state=array([-0.67627184]), reward=-0.676271840747823)
Transition(state=array([-0.67627184]), action=1, next_state=array([-0.48471911]), reward=-0.48471910519185535)
Transition(state=array([-0.48471911]), action=2, next_state=array([-0.52822704]), reward=-0.5282270405520457)
Transition(state=array([-0.52822704]), action=1, next_state=array([-0.47820679]), reward=-0.4782067887636179)
Transition(state=array([-0.47820679]), action=2, next_state=array([-0.44152559]), reward=-0.44152559357703036)
Transition(state=array([-0.44152559]), action=2, next_state=array([-0.39038115]), reward=-0.3903811500116263)
Transition(state=array([-0.39038115]), action=1, next_state=array([-0.23606149]), reward=-0.2360614901674888)
Transition(state=array([-0.23606149]), action=0, next_state=array([-0.27265324]), reward=-0.2726532386065422)
Transition(state=array([-0.27265324]), action=2, next_state=array([-0.32139086]), reward=-0.32139086053521093)
Transition(state=array([-0.32139086]), action=0, next_state=array([-0.35199387]), reward=-0.3519938686466761)
Transition(state=array([-0.35199387]), action=1, next_state=array([-0.21817669]), reward=-0.2181766896958731)
Transition(state=array([-0.21817669]), action=0, next_state=array([-0.29936068]), reward=-0.2993606788529401)
Transition(state=array([-0.29936068]), action=2, next_state=array([-0.23397415]), reward=-0.23397414614928172)
Transition(state=array([-0.23397415]), action=0, next_state=array([-0.34226041]), reward=-0.3422604121994295)
Transition(state=array([-0.34226041]), action=1, next_state=array([-0.35740736]), reward=-0.35740736150668473)
Transition(state=array([-0.35740736]), action=0, next_state=array([-0.40950654]), reward=-0.4095065352838599)
Transition(state=array([-0.40950654]), action=1, next_state=array([-0.29851249]), reward=-0.29851249393488477)
Transition(state=array([-0.29851249]), action=1, next_state=array([-0.23363678]), reward=-0.23363678476061991)
Transition(state=array([-0.5613885]), action=0, next_state=array([-0.72412221]), reward=-0.7241222073005282)
Transition(state=array([-0.72412221]), action=0, next_state=array([-0.84170271]), reward=-0.8417027131627559)
Transition(state=array([-0.84170271]), action=2, next_state=array([-0.7892715]), reward=-0.7892714962963936)
Transition(state=array([-0.7892715]), action=2, next_state=array([-1.01142542]), reward=-198.2393820847108)
